Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"sendKeys(findTestObject(""ContentLibraries/ContentLibraryCreation/code""), randomNumber.toString())",Chrome 131.0.0.0,,,30-11-2024 14:08:28,30-11-2024 14:08:28,0.285s,PASSED
"click(findTestObject(""ContentLibraries/ContentLibraryCreation/ChangeTheLanguageInsideCreateContent""))",Chrome 131.0.0.0,,,30-11-2024 14:08:28,30-11-2024 14:08:29,0.292s,PASSED
"click(findTestObject(""ContentLibraries/ContentLibraryCreation/ChangeLangaugeToArabicContent""))",Chrome 131.0.0.0,,,30-11-2024 14:08:29,30-11-2024 14:08:29,0.275s,PASSED
"sendKeys(findTestObject(""ContentLibraries/ContentLibraryCreation/ArabicTitle""), ""فحص الاوتوميشن"")",Chrome 131.0.0.0,,,30-11-2024 14:08:29,30-11-2024 14:08:30,1.534s,PASSED
"click(findTestObject(""ContentLibraries/ContentLibraryCreation/CreateButton""))",Chrome 131.0.0.0,,,30-11-2024 14:08:30,30-11-2024 14:08:31,0.288s,PASSED
"verifyElementVisible(findTestObject(""ContentLibraries/ContentLibraryCreation/Created_PopUp""))",Chrome 131.0.0.0,,,30-11-2024 14:08:31,30-11-2024 14:08:33,2.770s,PASSED
delay(3),Chrome 131.0.0.0,,,30-11-2024 14:08:33,30-11-2024 14:08:36,3.012s,PASSED
closeBrowser(),Chrome 131.0.0.0,,,30-11-2024 14:08:36,30-11-2024 14:08:37,0.357s,PASSED
,,,,,,,
Test Cases/ContentLibraries/CreateWithDuplicateCode,Chrome 131.0.0.0,,,30-11-2024 14:08:37,30-11-2024 14:09:04,26.899s,PASSED
"openBrowser(""https://preprod-ula-content-library.joacademy.tech/login"")",Chrome 131.0.0.0,,,30-11-2024 14:08:37,30-11-2024 14:08:40,3.563s,PASSED
maximizeWindow(),Chrome 131.0.0.0,,,30-11-2024 14:08:40,30-11-2024 14:08:40,0.028s,PASSED
"sendKeys(findTestObject(""Login/Email""), ""main.burghol@joacademy.com"")",Chrome 131.0.0.0,,,30-11-2024 14:08:40,30-11-2024 14:08:41,0.519s,PASSED
"sendKeys(findTestObject(""Login/Password""), ""main1234"")",Chrome 131.0.0.0,,,30-11-2024 14:08:41,30-11-2024 14:08:41,0.273s,PASSED
"click(findTestObject(""Login/button_Sign in""))",Chrome 131.0.0.0,,,30-11-2024 14:08:41,30-11-2024 14:08:42,0.291s,PASSED
delay(5),Chrome 131.0.0.0,,,30-11-2024 14:08:42,30-11-2024 14:08:47,5.008s,PASSED
"click(findTestObject(""ContentLibraries/Content Libraries""))",Chrome 131.0.0.0,,,30-11-2024 14:08:47,30-11-2024 14:08:48,1.823s,PASSED
"MyCode = getText(findTestObject(""ContentLibraries/FirstElementCode""))",Chrome 131.0.0.0,,,30-11-2024 14:08:48,30-11-2024 14:08:49,0.477s,PASSED
"click(findTestObject(""ContentLibraries/New content library""))",Chrome 131.0.0.0,,,30-11-2024 14:08:49,30-11-2024 14:08:50,1.421s,PASSED
delay(3),Chrome 131.0.0.0,,,30-11-2024 14:08:50,30-11-2024 14:08:53,3.013s,PASSED
"sendKeys(findTestObject(""ContentLibraries/ContentLibraryCreation/EnglishTitle""), ""AutomationTest"")",Chrome 131.0.0.0,,,30-11-2024 14:08:53,30-11-2024 14:08:54,0.301s,PASSED
"sendKeys(findTestObject(""ContentLibraries/ContentLibraryCreation/code""), MyCode)",Chrome 131.0.0.0,,,30-11-2024 14:08:54,30-11-2024 14:08:54,0.297s,PASSED
"click(findTestObject(""ContentLibraries/ContentLibraryCreation/ChangeTheLanguageInsideCreateContent""))",Chrome 131.0.0.0,,,30-11-2024 14:08:54,30-11-2024 14:08:54,0.312s,PASSED
"click(findTestObject(""ContentLibraries/ContentLibraryCreation/ChangeLangaugeToArabicContent""))",Chrome 131.0.0.0,,,30-11-2024 14:08:54,30-11-2024 14:08:54,0.270s,PASSED
delay(5),Chrome 131.0.0.0,,,30-11-2024 14:08:54,30-11-2024 14:08:59,5.015s,PASSED
"sendKeys(findTestObject(""ContentLibraries/ContentLibraryCreation/ArabicTitle""), ""فحص الاوتوميشن"")",Chrome 131.0.0.0,,,30-11-2024 14:08:59,30-11-2024 14:09:00,0.317s,PASSED
"click(findTestObject(""ContentLibraries/ContentLibraryCreation/CreateButton""))",Chrome 131.0.0.0,,,30-11-2024 14:09:00,30-11-2024 14:09:00,0.295s,PASSED
delay(3),Chrome 131.0.0.0,,,30-11-2024 14:09:00,30-11-2024 14:09:03,3.017s,PASSED
"verifyElementText(findTestObject(""ContentLibraries/ContentLibraryCreation/CodeDuplication""), ""The code has already been taken."")",Chrome 131.0.0.0,,,30-11-2024 14:09:03,30-11-2024 14:09:03,0.300s,PASSED
closeBrowser(),Chrome 131.0.0.0,,,30-11-2024 14:09:03,30-11-2024 14:09:04,0.288s,PASSED
,,,,,,,
Test Cases/ContentLibraries/AddNewCloumnToTheTable,Chrome 131.0.0.0,,,30-11-2024 14:09:04,30-11-2024 14:09:33,29.829s,PASSED
"openBrowser(""https://preprod-ula-content-library.joacademy.tech/login"")",Chrome 131.0.0.0,,,30-11-2024 14:09:04,30-11-2024 14:09:07,3.460s,PASSED
maximizeWindow(),Chrome 131.0.0.0,,,30-11-2024 14:09:07,30-11-2024 14:09:07,0.064s,PASSED
"sendKeys(findTestObject(""Login/Email""), ""main.burghol@joacademy.com"")",Chrome 131.0.0.0,,,30-11-2024 14:09:07,30-11-2024 14:09:08,0.417s,PASSED
"sendKeys(findTestObject(""Login/Password""), ""main1234"")",Chrome 131.0.0.0,,,30-11-2024 14:09:08,30-11-2024 14:09:08,0.263s,PASSED
"click(findTestObject(""Login/button_Sign in""))",Chrome 131.0.0.0,,,30-11-2024 14:09:08,30-11-2024 14:09:08,0.279s,PASSED
delay(5),Chrome 131.0.0.0,,,30-11-2024 14:09:08,30-11-2024 14:09:13,5.004s,PASSED
"click(findTestObject(""ContentLibraries/Content Libraries""))",Chrome 131.0.0.0,,,30-11-2024 14:09:13,30-11-2024 14:09:16,2.407s,PASSED
"click(findTestObject(""ContentLibraries/AddToggleColumn""))",Chrome 131.0.0.0,,,30-11-2024 14:09:16,30-11-2024 14:09:16,0.404s,PASSED
delay(5),Chrome 131.0.0.0,,,30-11-2024 14:09:16,30-11-2024 14:09:21,5.004s,PASSED
"click(findTestObject(""ContentLibraries/created_at_Column""))",Chrome 131.0.0.0,,,30-11-2024 14:09:21,30-11-2024 14:09:21,0.299s,PASSED
"click(findTestObject(""ContentLibraries/updated_at_Column""))",Chrome 131.0.0.0,,,30-11-2024 14:09:21,30-11-2024 14:09:23,1.308s,PASSED
delay(10),Chrome 131.0.0.0,,,30-11-2024 14:09:23,30-11-2024 14:09:33,10.011s,PASSED
"verifyElementVisible(findTestObject(""ContentLibraries/Created at Inside Table""))",Chrome 131.0.0.0,,,30-11-2024 14:09:33,30-11-2024 14:09:33,0.274s,PASSED
"verifyElementVisible(findTestObject(""ContentLibraries/Updated at Inside Table""))",Chrome 131.0.0.0,,,30-11-2024 14:09:33,30-11-2024 14:09:33,0.267s,PASSED
closeBrowser(),Chrome 131.0.0.0,,,30-11-2024 14:09:33,30-11-2024 14:09:33,0.330s,PASSED
,,,,,,,
Test Cases/ContentLibraries/FilterByCode,Chrome 131.0.0.0,,,30-11-2024 14:09:33,30-11-2024 14:10:00,26.752s,PASSED
"openBrowser(""https://preprod-ula-content-library.joacademy.tech/login"")",Chrome 131.0.0.0,,,30-11-2024 14:09:34,30-11-2024 14:09:38,4.011s,PASSED
maximizeWindow(),Chrome 131.0.0.0,,,30-11-2024 14:09:38,30-11-2024 14:09:38,0.045s,PASSED
"sendKeys(findTestObject(""Login/Email""), ""main.burghol@joacademy.com"")",Chrome 131.0.0.0,,,30-11-2024 14:09:38,30-11-2024 14:09:38,0.412s,PASSED
"sendKeys(findTestObject(""Login/Password""), ""main1234"")",Chrome 131.0.0.0,,,30-11-2024 14:09:38,30-11-2024 14:09:38,0.305s,PASSED
"click(findTestObject(""Login/button_Sign in""))",Chrome 131.0.0.0,,,30-11-2024 14:09:38,30-11-2024 14:09:39,0.284s,PASSED
delay(5),Chrome 131.0.0.0,,,30-11-2024 14:09:39,30-11-2024 14:09:44,5.007s,PASSED
"click(findTestObject(""ContentLibraries/Content Libraries""))",Chrome 131.0.0.0,,,30-11-2024 14:09:44,30-11-2024 14:09:45,1.819s,PASSED
"MyCode = getText(findTestObject(""ContentLibraries/FirstElementCode""))",Chrome 131.0.0.0,,,30-11-2024 14:09:45,30-11-2024 14:09:46,0.477s,PASSED
"click(findTestObject(""ContentLibraries/New content library""))",Chrome 131.0.0.0,,,30-11-2024 14:09:46,30-11-2024 14:09:47,1.015s,PASSED
delay(3),Chrome 131.0.0.0,,,30-11-2024 14:09:47,30-11-2024 14:09:50,3.012s,PASSED
"sendKeys(findTestObject(""ContentLibraries/ContentLibraryCreation/EnglishTitle""), ""AutomationTest"")",Chrome 131.0.0.0,,,30-11-2024 14:09:50,30-11-2024 14:09:50,0.314s,PASSED
"sendKeys(findTestObject(""ContentLibraries/ContentLibraryCreation/code""), MyCode)",Chrome 131.0.0.0,,,30-11-2024 14:09:50,30-11-2024 14:09:50,0.287s,PASSED
"click(findTestObject(""ContentLibraries/ContentLibraryCreation/ChangeTheLanguageInsideCreateContent""))",Chrome 131.0.0.0,,,30-11-2024 14:09:50,30-11-2024 14:09:51,0.313s,PASSED
"click(findTestObject(""ContentLibraries/ContentLibraryCreation/ChangeLangaugeToArabicContent""))",Chrome 131.0.0.0,,,30-11-2024 14:09:51,30-11-2024 14:09:51,0.288s,PASSED
delay(5),Chrome 131.0.0.0,,,30-11-2024 14:09:51,30-11-2024 14:09:56,5.013s,PASSED
"sendKeys(findTestObject(""ContentLibraries/ContentLibraryCreation/ArabicTitle""), ""فحص الاوتوميشن"")",Chrome 131.0.0.0,,,30-11-2024 14:09:56,30-11-2024 14:09:56,0.285s,PASSED
"click(findTestObject(""ContentLibraries/ContentLibraryCreation/CreateButton""))",Chrome 131.0.0.0,,,30-11-2024 14:09:56,30-11-2024 14:09:57,0.304s,PASSED
delay(3),Chrome 131.0.0.0,,,30-11-2024 14:09:57,30-11-2024 14:10:00,3.007s,PASSED
"verifyElementText(findTestObject(""ContentLibraries/ContentLibraryCreation/CodeDuplication""), ""The code has already been taken."")",Chrome 131.0.0.0,,,30-11-2024 14:10:00,30-11-2024 14:10:00,0.297s,PASSED
closeBrowser(),Chrome 131.0.0.0,,,30-11-2024 14:10:00,30-11-2024 14:10:00,0.246s,PASSED
,,,,,,,
Test Cases/ContentLibraries/FilterByCreatedAt,Chrome 131.0.0.0,,,30-11-2024 14:10:00,30-11-2024 14:10:24,23.440s,PASSED
"openBrowser(""https://preprod-ula-content-library.joacademy.tech/login"")",Chrome 131.0.0.0,,,30-11-2024 14:10:00,30-11-2024 14:10:04,3.788s,PASSED
maximizeWindow(),Chrome 131.0.0.0,,,30-11-2024 14:10:04,30-11-2024 14:10:04,0.047s,PASSED
"sendKeys(findTestObject(""Login/Email""), ""main.burghol@joacademy.com"")",Chrome 131.0.0.0,,,30-11-2024 14:10:04,30-11-2024 14:10:05,0.429s,PASSED
"sendKeys(findTestObject(""Login/Password""), ""main1234"")",Chrome 131.0.0.0,,,30-11-2024 14:10:05,30-11-2024 14:10:05,0.291s,PASSED
"click(findTestObject(""Login/button_Sign in""))",Chrome 131.0.0.0,,,30-11-2024 14:10:05,30-11-2024 14:10:05,0.298s,PASSED
delay(5),Chrome 131.0.0.0,,,30-11-2024 14:10:05,30-11-2024 14:10:10,5.012s,PASSED
"click(findTestObject(""ContentLibraries/Content Libraries""))",Chrome 131.0.0.0,,,30-11-2024 14:10:10,30-11-2024 14:10:12,2.116s,PASSED
"click(findTestObject(""ContentLibraries/button_Filter""))",Chrome 131.0.0.0,,,30-11-2024 14:10:12,30-11-2024 14:10:13,0.522s,PASSED
"sendKeys(findTestObject(""ContentLibraries/createdFrom""), ""07/01/2024"")",Chrome 131.0.0.0,,,30-11-2024 14:10:13,30-11-2024 14:10:13,0.278s,PASSED
delay(5),Chrome 131.0.0.0,,,30-11-2024 14:10:13,30-11-2024 14:10:18,5.004s,PASSED
"click(findTestObject(""ContentLibraries/SearchBar""))",Chrome 131.0.0.0,,,30-11-2024 14:10:18,30-11-2024 14:10:18,0.340s,PASSED
delay(5),Chrome 131.0.0.0,,,30-11-2024 14:10:18,30-11-2024 14:10:23,5.011s,PASSED
closeBrowser(),Chrome 131.0.0.0,,,30-11-2024 14:10:23,30-11-2024 14:10:24,0.264s,PASSED
,,,,,,,
Test Cases/ContentLibraries/FilterByStatus,Chrome 131.0.0.0,,,30-11-2024 14:10:24,30-11-2024 14:10:45,21.006s,PASSED
"openBrowser(""https://preprod-ula-content-library.joacademy.tech/login"")",Chrome 131.0.0.0,,,30-11-2024 14:10:24,30-11-2024 14:10:28,4.406s,PASSED
maximizeWindow(),Chrome 131.0.0.0,,,30-11-2024 14:10:28,30-11-2024 14:10:28,0.032s,PASSED
"sendKeys(findTestObject(""Login/Email""), ""main.burghol@joacademy.com"")",Chrome 131.0.0.0,,,30-11-2024 14:10:28,30-11-2024 14:10:29,0.550s,PASSED
"sendKeys(findTestObject(""Login/Password""), ""main1234"")",Chrome 131.0.0.0,,,30-11-2024 14:10:29,30-11-2024 14:10:29,0.290s,PASSED
"click(findTestObject(""Login/button_Sign in""))",Chrome 131.0.0.0,,,30-11-2024 14:10:29,30-11-2024 14:10:29,0.304s,PASSED
delay(5),Chrome 131.0.0.0,,,30-11-2024 14:10:29,30-11-2024 14:10:34,5.017s,PASSED
"click(findTestObject(""ContentLibraries/Content Libraries""))",Chrome 131.0.0.0,,,30-11-2024 14:10:34,30-11-2024 14:10:37,2.220s,PASSED
"click(findTestObject(""ContentLibraries/button_Filter""))",Chrome 131.0.0.0,,,30-11-2024 14:10:37,30-11-2024 14:10:37,0.521s,PASSED
"click(findTestObject(""ContentLibraries/FilterByStatus""))",Chrome 131.0.0.0,,,30-11-2024 14:10:37,30-11-2024 14:10:37,0.319s,PASSED
"click(findTestObject(""ContentLibraries/Select_Active""))",Chrome 131.0.0.0,,,30-11-2024 14:10:37,30-11-2024 14:10:38,0.291s,PASSED
"click(findTestObject(""ContentLibraries/SearchBar""))",Chrome 131.0.0.0,,,30-11-2024 14:10:38,30-11-2024 14:10:39,1.449s,PASSED
delay(5),Chrome 131.0.0.0,,,30-11-2024 14:10:39,30-11-2024 14:10:44,5.014s,PASSED
"verifyElementText(findTestObject(""ContentLibraries/NumberOfFilters""), ""1"")",Chrome 131.0.0.0,,,30-11-2024 14:10:44,30-11-2024 14:10:44,0.295s,PASSED
closeBrowser(),Chrome 131.0.0.0,,,30-11-2024 14:10:44,30-11-2024 14:10:45,0.246s,PASSED
,,,,,,,
Test Cases/ContentLibraries/FilterByStatus_InActive,Chrome 131.0.0.0,,,30-11-2024 14:10:45,30-11-2024 14:11:06,20.988s,PASSED
"openBrowser(""https://preprod-ula-content-library.joacademy.tech/login"")",Chrome 131.0.0.0,,,30-11-2024 14:10:45,30-11-2024 14:10:49,3.941s,PASSED
maximizeWindow(),Chrome 131.0.0.0,,,30-11-2024 14:10:49,30-11-2024 14:10:49,0.039s,PASSED
"sendKeys(findTestObject(""Login/Email""), ""main.burghol@joacademy.com"")",Chrome 131.0.0.0,,,30-11-2024 14:10:49,30-11-2024 14:10:49,0.529s,PASSED
"sendKeys(findTestObject(""Login/Password""), ""main1234"")",Chrome 131.0.0.0,,,30-11-2024 14:10:49,30-11-2024 14:10:50,0.273s,PASSED
"click(findTestObject(""Login/button_Sign in""))",Chrome 131.0.0.0,,,30-11-2024 14:10:50,30-11-2024 14:10:50,0.314s,PASSED
delay(5),Chrome 131.0.0.0,,,30-11-2024 14:10:50,30-11-2024 14:10:55,5.017s,PASSED
"click(findTestObject(""ContentLibraries/Content Libraries""))",Chrome 131.0.0.0,,,30-11-2024 14:10:55,30-11-2024 14:10:57,1.957s,PASSED
"click(findTestObject(""ContentLibraries/button_Filter""))",Chrome 131.0.0.0,,,30-11-2024 14:10:57,30-11-2024 14:10:57,0.404s,PASSED
"click(findTestObject(""ContentLibraries/FilterByStatus""))",Chrome 131.0.0.0,,,30-11-2024 14:10:57,30-11-2024 14:10:58,0.413s,PASSED
"click(findTestObject(""ContentLibraries/Select_InActive""))",Chrome 131.0.0.0,,,30-11-2024 14:10:58,30-11-2024 14:10:58,0.259s,PASSED
"click(findTestObject(""ContentLibraries/SearchBar""))",Chrome 131.0.0.0,,,30-11-2024 14:10:58,30-11-2024 14:11:00,1.897s,PASSED
delay(5),Chrome 131.0.0.0,,,30-11-2024 14:11:00,30-11-2024 14:11:05,5.008s,PASSED
"verifyElementText(findTestObject(""ContentLibraries/NumberOfFilters""), ""1"")",Chrome 131.0.0.0,,,30-11-2024 14:11:05,30-11-2024 14:11:05,0.306s,PASSED
"verifyElementVisible(findTestObject(""ContentLibraries/CheckTheInActiveLiberary""))",Chrome 131.0.0.0,,,30-11-2024 14:11:05,30-11-2024 14:11:05,0.247s,PASSED
closeBrowser(),Chrome 131.0.0.0,,,30-11-2024 14:11:05,30-11-2024 14:11:06,0.345s,PASSED
,,,,,,,
Test Cases/ContentLibraries/FilterByUpdateFrom,Chrome 131.0.0.0,,,30-11-2024 14:11:06,30-11-2024 14:11:54,48.764s,FAILED
"openBrowser(""https://preprod-ula-content-library.joacademy.tech/login"")",Chrome 131.0.0.0,,,30-11-2024 14:11:06,30-11-2024 14:11:10,4.388s,PASSED
maximizeWindow(),Chrome 131.0.0.0,,,30-11-2024 14:11:10,30-11-2024 14:11:10,0.048s,PASSED
"sendKeys(findTestObject(""Login/Email""), ""main.burghol@joacademy.com"")",Chrome 131.0.0.0,,,30-11-2024 14:11:10,30-11-2024 14:11:11,0.405s,PASSED
"sendKeys(findTestObject(""Login/Password""), ""main1234"")",Chrome 131.0.0.0,,,30-11-2024 14:11:11,30-11-2024 14:11:11,0.276s,PASSED
"click(findTestObject(""Login/button_Sign in""))",Chrome 131.0.0.0,,,30-11-2024 14:11:11,30-11-2024 14:11:11,0.318s,PASSED
delay(5),Chrome 131.0.0.0,,,30-11-2024 14:11:11,30-11-2024 14:11:16,5.021s,PASSED
"click(findTestObject(""ContentLibraries/Content Libraries""))",Chrome 131.0.0.0,,,30-11-2024 14:11:16,30-11-2024 14:11:21,4.968s,PASSED
"click(findTestObject(""ContentLibraries/button_Filter""))",Chrome 131.0.0.0,,,30-11-2024 14:11:21,30-11-2024 14:11:22,0.509s,PASSED
"sendKeys(findTestObject(""ContentLibraries/updatedFrom""), ""07/01/2024"")",Chrome 131.0.0.0,,,30-11-2024 14:11:22,30-11-2024 14:11:22,0.310s,PASSED
"click(findTestObject(""ContentLibraries/SearchBar""))",Chrome 131.0.0.0,,,30-11-2024 14:11:22,30-11-2024 14:11:54,32.478s,FAILED
,,,,,,,
Test Cases/ContentLibraries/SerachWithExistingData,Chrome 131.0.0.0,,,30-11-2024 14:11:54,30-11-2024 14:12:12,17.955s,PASSED
"openBrowser(""https://preprod-ula-content-library.joacademy.tech/login"")",Chrome 131.0.0.0,,,30-11-2024 14:11:54,30-11-2024 14:11:58,3.458s,PASSED
maximizeWindow(),Chrome 131.0.0.0,,,30-11-2024 14:11:58,30-11-2024 14:11:58,0.057s,PASSED
"sendKeys(findTestObject(""Login/Email""), ""main.burghol@joacademy.com"")",Chrome 131.0.0.0,,,30-11-2024 14:11:58,30-11-2024 14:11:58,0.423s,PASSED
"sendKeys(findTestObject(""Login/Password""), ""main1234"")",Chrome 131.0.0.0,,,30-11-2024 14:11:58,30-11-2024 14:11:59,0.317s,PASSED
"click(findTestObject(""Login/button_Sign in""))",Chrome 131.0.0.0,,,30-11-2024 14:11:59,30-11-2024 14:11:59,0.277s,PASSED
delay(5),Chrome 131.0.0.0,,,30-11-2024 14:11:59,30-11-2024 14:12:04,5.014s,PASSED
"click(findTestObject(""ContentLibraries/Content Libraries""))",Chrome 131.0.0.0,,,30-11-2024 14:12:04,30-11-2024 14:12:06,2.333s,PASSED
"sendKeys(findTestObject(""ContentLibraries/SearchBar""), ""first grade mai'n"")",Chrome 131.0.0.0,,,30-11-2024 14:12:06,30-11-2024 14:12:07,0.503s,PASSED
delay(5),Chrome 131.0.0.0,,,30-11-2024 14:12:07,30-11-2024 14:12:12,5.003s,PASSED
"verifyElementText(findTestObject(""ContentLibraries/NumberOfFilters""), ""0"")",Chrome 131.0.0.0,,,30-11-2024 14:12:12,30-11-2024 14:12:12,0.280s,PASSED
closeBrowser(),Chrome 131.0.0.0,,,30-11-2024 14:12:12,30-11-2024 14:12:12,0.252s,PASSED
,,,,,,,
Test Cases/ContentLibraries/NoContentAppearTestCaseBySearch,Chrome 131.0.0.0,,,30-11-2024 14:12:12,30-11-2024 14:12:30,17.541s,PASSED
"openBrowser(""https://preprod-ula-content-library.joacademy.tech/login"")",Chrome 131.0.0.0,,,30-11-2024 14:12:12,30-11-2024 14:12:16,3.320s,PASSED
maximizeWindow(),Chrome 131.0.0.0,,,30-11-2024 14:12:16,30-11-2024 14:12:16,0.041s,PASSED
"sendKeys(findTestObject(""Login/Email""), ""main.burghol@joacademy.com"")",Chrome 131.0.0.0,,,30-11-2024 14:12:16,30-11-2024 14:12:16,0.551s,PASSED
"sendKeys(findTestObject(""Login/Password""), ""main1234"")",Chrome 131.0.0.0,,,30-11-2024 14:12:16,30-11-2024 14:12:17,0.311s,PASSED
"click(findTestObject(""Login/button_Sign in""))",Chrome 131.0.0.0,,,30-11-2024 14:12:17,30-11-2024 14:12:17,0.280s,PASSED
delay(5),Chrome 131.0.0.0,,,30-11-2024 14:12:17,30-11-2024 14:12:22,5.013s,PASSED
"click(findTestObject(""ContentLibraries/Content Libraries""))",Chrome 131.0.0.0,,,30-11-2024 14:12:22,30-11-2024 14:12:24,1.808s,PASSED
"sendKeys(findTestObject(""ContentLibraries/SearchBar""), ""FFF"")",Chrome 131.0.0.0,,,30-11-2024 14:12:24,30-11-2024 14:12:24,0.503s,PASSED
delay(5),Chrome 131.0.0.0,,,30-11-2024 14:12:24,30-11-2024 14:12:29,5.015s,PASSED
"verifyElementText(findTestObject(""ContentLibraries/No Content libraries""), ""No Content libraries"")",Chrome 131.0.0.0,,,30-11-2024 14:12:29,30-11-2024 14:12:30,0.344s,PASSED
closeBrowser(),Chrome 131.0.0.0,,,30-11-2024 14:12:30,30-11-2024 14:12:30,0.324s,PASSED
,,,,,,,
Test Cases/ContentLibraries/SwitchBetweenLanguage,Chrome 131.0.0.0,,,30-11-2024 14:12:30,30-11-2024 14:12:49,18.598s,PASSED
"openBrowser(""https://preprod-ula-content-library.joacademy.tech/login"")",Chrome 131.0.0.0,,,30-11-2024 14:12:30,30-11-2024 14:12:33,3.205s,PASSED
maximizeWindow(),Chrome 131.0.0.0,,,30-11-2024 14:12:33,30-11-2024 14:12:33,0.039s,PASSED
"sendKeys(findTestObject(""Login/Email""), ""main.burghol@joacademy.com"")",Chrome 131.0.0.0,,,30-11-2024 14:12:33,30-11-2024 14:12:34,0.419s,PASSED
